community_clusters,hashtags_of_community_clusters,score_of_community_clusters,k_mean_clusters,hashtags_of_k_mean_clusters,score_of_k_mean_clusters,levenshtein_clusters,hashtags_of_levenshtein_clusters,score_of_levenshtein_clusters,best_clusters,hashtags_of_best_clusters,score_of_best_clusters
community cluster 596,"['hotellerie', 'sommelerie', 'letsgo', 'restaurant', 'goodluck', 'foodlovers', 'podcasting', 'magazine', 'diplomsommelier', 'notjustapearlchallenge', 'ytc21', 'podcast', 'team', 'falstaff', 'sommeliers', 'teamspirit', 'pearlupyourfood', 'magazin', 'lernen', 'yanasteudel']",47.0,,,,,,,,,
community cluster 597,"['wermouth', '25grams', 'wein', 'winelover', 'localbrand', 'wermut', 'vitaminsea', 'winelife', 'igersgraz', 'wine', 'cheers', 'podcast', 'roséallday', 'cheersrost', 'editions', 'drinkstagram', 'localbusiness', 'ingwer', 'supportyourlocal', 'ginger']",91.0,,,,,,,,,
community cluster 598,"['vino', 'fair', 'wein', 'nachhaltig', 'spaziergang', 'entspannen', 'igersaustria', 'fotoshooting', 'fairfashion', 'igersstyria', 'newchallenge', 'hund', 'throwback', 'yoga', 'igersgraz', 'holidaymood']",103.2,,,,,,,,,
community cluster 599,"['besterarbeitsplatz', 'besterarbeitgeber', 'restaurant', 'ansitz', 'bestemitarbeiter', 'arbeitenwoandereurlaubmachen', 'notjustapearlchallenge', 'bestworkingplace', 'besterjob', 'tramin', 'team', 'ansitzromani', 'hotel', 'grape', 'weinwissen', 'traumjob', 'teamspirit', 'grapedudes', 'onlinewissen', 'placetobe', 'blog']",33.25,,,,,,,,,
community cluster 600,"['rebe', 'dreamjob', 'grünerveltliner', 'rotweinliebe', 'weinausösterreich', 'issue', 'reading', 'weingut', 'magazine', 'notjustapearlchallenge', 'weingutjordan', 'taste', 'weintrauben', 'amador', 'rotwein', 'weinviertel', 'bestmagazine', 'magazin', 'juanamador', 'weintrinken', 'foodmarket']",27.549999999999997,,,,,,,,,
community cluster 601,"['vegandrink', 'reisetbauer', 'cooperation', 'bernhardott', 'getränke', '3sterne', 'drinklocal', 'notjustapearlchallenge', 'taste', 'gin', 'velich', 'lohbergerküchen', 'lohbergerandfriends', 'partnerincrime', 'ott', 'metrocashandcarry', 'lohberger', 'michelin', 'friendship', 'wieninger']",35.0,,,,,,,,,
community cluster 602,"['longhair', 'portrait', 'graz', 'hr', 'bellaitalia', 'italy', 'igersgraz', 'flowers', 'team', 'igersaustria', 'ideentriebwerkgraz', 'vacation', 'austria', 'teamspirit', 'pr', 'throwback', 'marketing', 'holiday', 'goodmorning']",196.35,,,,,,,,,
community cluster 603,"['österreich', 'summertime', 'magazin', 'visitaustria', 'weekendmood', 'summer2021', 'weekend', 'restaurant', 'placetobe', 'natur', 'inspiration', 'hotel', 'magazine', 'summer', 'austria', 'coffee', 'challengeaccepted']",179.39999999999998,,,,,,,,,
community cluster 604,"['franzwimner', 'liebe', 'bewusstheit', 'gewinnspiel', 'klarheit', 'singen', 'freude', 'musikgibtkraft', 'mutigdiewelterobern', 'achtsamkeit', 'maultrommel', 'berufung', 'selbstwertschätzung', 'entspannung', '2min2mio', 'instrumentenliebe', 'wahrheit', 'mut', 'wahle', 'lebensfreude', 'natur']",62.699999999999996,,,,,,,,,
community cluster 605,"['nurmut', 'wertvoll', 'liebe', 'selbstvertrauenstärken', 'interspar', 'gewinnspiel', 'geschenkkarte', 'personalisiertekinderlieder', 'namen', 'individuellelieder', 'selbstbewusstsein', 'wirkungvonmusik', 'mutigdiewelterobern', 'kraftlieder', 'selbstliebe', 'herz', 'musik', 'steirischewirtschaft', 'aboutBook', 'dubistgutgenug', 'deinestimme']",39.9,,,,,,,,,
community cluster 606,"['instrumente', 'klangbruder', 'folgedeinemherzen', 'vortragsreihe', 'gesundheit', 'mutigdiewelterobern', 'jederistmusikalisch', 'schlaflieder', 'leichtigkeit', 'dibistwertvoll', 'musikliebe', 'herzensfreude', 'bedeutungvonnamen', 'cajon', 'diekraftderrituale', 'personalisiertegeschenke', 'natur', 'heimatlieder', 'selstbliebe', 'rhyhtmusinstrumentefürkinder', 'friede']",32.3,,,,,,,,,
community cluster 607,"['rituale', 'musikimalltag', 'personalksiertenamenslieder', 'dasperfektegeschenk', 'gewinnspiel', 'dubistwrrtvoll', 'freude', 'bewusstsein', 'mutigdiewelterobern', 'glaunandich', 'taufgeschenk', 'tasting', 'warumritualesowichtigsind', 'taufgeschenke', 'entspannung', 'mutigdiewelteroberm', 'erfrischend', 'mut', 'musikalsbreitensport', 'natur', 'personalisierteNamenslieder']",52.25,,,,,,,,,
community cluster 608,"['österreich', 'schwarztee', 'tasting', 'freitag', 'selbstliebe', 'erfrischung', 'weekend', 'liebe', 'natur', 'summer', 'fashion', 'gewinnspiel', 'zitrone', 'blacktea', 'entspannung', 'lemon', 'mate', 'meditation']",128.70000000000002,,,,,,,,,
community cluster 609,"['selfmade', 'frisch', 'berlin', 'rezepte', 'hitze', 'liebe', 'share', 'urlaub', 'fashion', 'ingwer', 'wochenstart', 'energy', 'gewinnspiel', 'giveaway', 'genuss', 'win', 'graz', 'berries']",141.9,,,,,,,,,
community cluster 610,"['frisch', 'pure', 'review', 'fruity', 'freitag', 'wasser', 'beeren', 'fresh', 'bio', 'niederlande', 'fruchtig', 'sommer', 'urlaub', 'erfrischend', 'organic', 'cocktail', 'tester']",74.75,,,,,,,,,
community cluster 611,"['frisch', 'kochen', 'tea', 'friday', 'organic', 'netherlands', 'österreich', 'rezepte', 'montag', 'erdbeeren', 'healthy', 'nachhaltig', 'hitze', 'minze', 'icedtea', 'wasser', 'weekend', 'tealover', 'wochenstart']",94.5,,,,,,,,,
community cluster 612,"['selfmade', 'frisch', 'nachhaltig', 'hitze', 'homemade', 'fresh', 'beeren', 'hochdiehändewochenende', 'share', 'eistee', 'milk', 'urlaub', 'sommer', 'berries']",81.9,,,,,,,,,
community cluster 613,"['schwarztee', 'freitag', 'erfrischung', 'friday', 'teeliebe', 'getränke', 'fresh', 'rotbusch', 'rooibos', 'mate', 'wochenende', 'beeren', 'lecker', 'eistee', 'sommer', 'icedtea', 'blacktea', 'austria', 'erfrischend', 'cocktail', 'trinken']",111.14999999999999,,,,,,,,,
community cluster 614,"['österreich', 'berlin', 'rezepte', 'wasser', 'fresh', 'weekend', 'kochen', 'eistee', 'zitrone', 'tealover', 'lemon', 'energy', 'healthy', 'ingwer', 'genuss', 'pure']",94.8,,,,,,,,,
community cluster 615,"['wochenende', 'freitag', 'beeren', 'fresh', 'rotbusch', 'lecker', 'sommer', 'icedtea', 'rooibos', 'erfrischend', 'icetea', 'cocktail']",86.8,,,,,,,,,
community cluster 616,"['erfrischung', 'probieren', 'netherlands', 'pure', 'vegan', 'österreich', 'review', 'rezepte', 'fruity', 'fresh', 'healthy', 'mate', 'niederlande', 'icedtea', 'blacktea', 'austria', 'fruchtig', 'lemon', 'tester']",111.30000000000001,,,,,,,,,
community cluster 617,"['trinken', 'schwarztee', 'wochenende', 'getränke', 'fresh', 'rotbusch', 'lecker', 'kochen', 'tea', 'fruchtig', 'summer', 'tealover', 'tee', 'icetea', 'rooibos', 'teeliebe', 'vegan']",123.05,,,,,,,,,
community cluster 618,"['trinken', 'wochenende', 'getränke', 'fruity', 'freitag', 'beeren', 'fresh', 'rotbusch', 'friday', 'fruchtig', 'sommer', 'summer', 'ingwer', 'icetea', 'rooibos', 'erfrischend']",109.2,,,,,,,,,
community cluster 619,"['schwarztee', 'erfrischung', 'kochen', 'probieren', 'zitrone', 'netherlands', 'vegan', 'österreich', 'review', 'rezepte', 'mate', 'beeren', 'niederlande', 'sommer', 'blacktea', 'weekend', 'lemon', 'genuss', 'tester']",95.55,,,,,,,,,
community cluster 620,"['selfmade', 'wochenende', 'rezepte', 'freitag', 'genuss', 'beeren', 'rotbusch', 'lecker', 'urlaub', 'summer', 'zitrone', 'icetea', 'rooibos', 'lemon', 'mate', 'erfrischend', 'berries']",112.69999999999999,,,,,,,,,
community cluster 621,"['schwarztee', 'erfrischung', 'probieren', 'zitrone', 'netherlands', 'vegan', 'österreich', 'review', 'getränke', 'rotbusch', 'mate', 'lecker', 'niederlande', 'summer', 'austria', 'blacktea', 'erfrischend', 'trinken', 'lemon', 'genuss', 'tester']",133.0,,,,,,,,,
community cluster 622,"['selfmade', 'frisch', 'wochenende', 'rezepte', 'hitze', 'freitag', 'hochdiehändewochenende', 'kochen', 'urlaub', 'win', 'berries', 'erfrischend']",74.19999999999999,,,,,,,,,
community cluster 623,"['schwarztee', 'freitag', 'erfrischung', 'friday', 'zitrone', 'icetea', 'vegan', 'österreich', 'rotbusch', 'rooibos', 'energy', 'mate', 'berlin', 'wochenende', 'lecker', 'summer', 'blacktea', 'ingwer', 'lemon', 'genuss']",125.0,,,,,,,,,
community cluster 624,"['frisch', 'schwarztee', 'homemade', 'erfrischung', 'share', 'friday', 'probieren', 'urlaub', 'zitrone', 'netherlands', 'review', 'milk', 'mate', 'hitze', 'lecker', 'niederlande', 'blacktea', 'trinken', 'lemon', 'genuss', 'tester']",69.35,,,,,,,,,
community cluster 625,"['schwarztee', 'erfrischung', 'zitrone', 'icetea', 'teeliebe', 'vegan', 'rotbusch', 'tee', 'rooibos', 'mate', 'wochenende', 'summer', 'austria', 'berries', 'blacktea', 'wasser', 'weekend', 'lemon', 'genuss']",150.15,,,,,,,,,
community cluster 626,"['österreich', 'mate', 'rezepte', 'genuss', 'wasser', 'erfrischung', 'weekend', 'hochdiehändewochenende', 'kochen', 'summer', 'zitrone', 'austria', 'icetea', 'lemon', 'teeliebe', 'vegan']",171.6,,,,,,,,,
community cluster 627,"['selfmade', 'frisch', 'schwarztee', 'getränke', 'hitze', 'erfrischung', 'rotbusch', 'lecker', 'blacktea', 'urlaub', 'summer', 'zitrone', 'rooibos', 'icetea', 'lemon', 'mate', 'vegan']",112.69999999999999,,,,,,,,,
community cluster 628,"['frisch', 'schwarztee', 'erfrischung', 'hochdiehändewochenende', 'kochen', 'urlaub', 'vegan', 'rezepte', 'rotbusch', 'tee', 'rooibos', 'selfmade', 'hitze', 'summer', 'berries', 'blacktea', 'wasser', 'weekend', 'genuss']",116.55000000000001,,,,,,,,,
community cluster 629,"['selfmade', 'frisch', 'schwarztee', 'getränke', 'rezepte', 'hitze', 'genuss', 'österreich', 'erfrischung', 'rotbusch', 'lecker', 'blacktea', 'urlaub', 'summer', 'zitrone', 'lemon', 'berries', 'mate']",107.80000000000001,,,,,,,,,
community cluster 630,"['frisch', 'homemade', 'hochdiehändewochenende', 'kochen', 'share', 'urlaub', 'zitrone', 'pure', 'getränke', 'rezepte', 'milk', 'healthy', 'selfmade', 'berlin', 'hitze', 'summer', 'win', 'berries', 'wasser', 'lemon', 'genuss']",100.69999999999999,,,,,,,,,
community cluster 631,"['trinken', 'österreich', 'review', 'getränke', 'tasting', 'genuss', 'erfrischung', 'weekend', 'tester', 'niederlande', 'probieren', 'austria', 'berries', 'lemon', 'mate', 'netherlands', 'vegan']",128.79999999999998,,,,,,,,,
community cluster 632,"['trinken', 'review', 'frisch', 'schwarztee', 'selfmade', 'tasting', 'hitze', 'homemade', 'vegetarisch', 'niederlande', 'erdbeeren', 'blacktea', 'minze', 'urlaub', 'win', 'berries', 'netherlands', 'tester']",67.10000000000001,,,,,,,,,
community cluster 633,"['selfmade', 'schwarztee', 'rezepte', 'genuss', 'berries', 'erfrischung', 'montag', 'zitrone', 'win', 'lemon', 'blacktea', 'mate', 'vegan']",86.4,,,,,,,,,
community cluster 634,"['frisch', 'erfrischung', 'homemade', 'probieren', 'urlaub', 'zitrone', 'vegan', 'österreich', 'rezepte', 'giveaway', 'mate', 'selfmade', 'hitze', 'niederlande', 'win', 'austria', 'berries', 'weekend', 'lemon', 'wochenstart', 'genuss']",127.3,,,,,,,,,
community cluster 635,"['selfmade', 'review', 'frisch', 'hitze', 'tasting', 'vegan', 'hochdiehändewochenende', 'probieren', 'urlaub', 'win', 'berries', 'mate', 'netherlands', 'tester']",78.0,,,,,,,,,
community cluster 636,"['österreich', 'berlin', 'rezepte', 'genuss', 'niederlande', 'international', 'probieren', 'minze', 'zitrone', 'lemon', 'austria', 'wochenstart', 'mate', 'netherlands', 'energy', 'tester']",98.39999999999999,,,,,,,,,
community cluster 637,"['selfmade', 'frisch', 'österreich', 'tasting', 'hitze', 'vegetarisch', 'erdbeeren', 'share', 'urlaub', 'win', 'zitrone', 'austria', 'berries', 'lemon']",114.4,,,,,,,,,
community cluster 638,"['österreich', 'review', 'rezepte', 'homemade', 'weekend', 'international', 'niederlande', 'kochen', 'milk', 'zitrone', 'lemon', 'sweet', 'healthy', 'genuss', 'netherlands', 'tester']",86.39999999999999,,,,,,,,,
community cluster 639,"['selfmade', 'frisch', 'rezepte', 'hitze', 'vegetarisch', 'weekend', 'hochdiehändewochenende', 'share', 'milk', 'urlaub', 'win', 'lemon', 'berries', 'giveaway', 'genuss', 'netherlands']",91.2,,,,,,,,,
community cluster 640,"['berlin', 'rezepte', 'wasser', 'weekend', 'hochdiehändewochenende', 'erdbeeren', 'kochen', 'milk', 'minze', 'ingwer', 'win', 'wochenstart', 'energy', 'giveaway', 'genuss', 'pure', 'berries']",86.25,,,,,,,,,
community cluster 641,"['selfmade', 'frisch', 'rezepte', 'hitze', 'vegetarisch', 'hochdiehändewochenende', 'international', 'share', 'milk', 'urlaub', 'win', 'sweet', 'berries']",72.9,,,,,,,,,
community cluster 642,"['selfmade', 'summertime', 'berlin', 'wochenende', 'beer', 'sommeringraz', 'share', 'ingwer', 'win', 'wochenstart', 'energy', 'healthy', 'giveaway', 'fun', 'burger', 'pure', 'berries']",101.19999999999999,,,,,,,,,
community cluster 643,"['review', 'tasting', 'niederlande', 'netherlands', 'tester']",19.25,,,,,,,,,
community cluster 644,"['frisch', 'rezepte', 'hitze', 'cooking', 'vegetarisch', 'hochdiehändewochenende', 'erdbeeren', 'kochen', 'sonnenuntergang', 'minze', 'urlaub', 'milk', 'genuss']",70.2,,,,,,,,,
community cluster 645,"['selfmade', 'österreich', 'style', 'sunday', 'frühling', 'auszeit', 'inspiration', 'igersgraz', 'couple', 'steiermark', 'graz', 'happysunday', 'photography', 'berries', 'spring', 'lockdown', 'ostern']",209.29999999999998,,,,,,,,,
community cluster 646,"['summertime', 'livekonzert', 'Repost', 'wandern', 'musikbingo', 'bingoqueen', 'bingosounds', 'kingofthebingo', 'graz', 'bingo', 'austria', 'quarantäne', 'game', 'fun']",157.3,,,,,,,,,
community cluster 647,"['bingoqueen', 'kingofthebingo']",7.6,,,,,,,,,
community cluster 648,"['summertime', 'livekonzert', 'wochenende', 'musikbingo', 'fashionblogger', 'bingosounds', 'sommeringraz', 'sommer', 'graz', 'bingo', 'austria', 'igersgraz', 'quarantäne', 'beer', 'outfitoftheday', 'girl']",169.2,,,,,,,,,
community cluster 649,"['summertime', 'springvibes', 'italia', 'band', 'wandern', 'musikbingo', 'girlpower', 'businesswoman', 'holidays', 'business', 'sommer', 'bingo', 'accessories', 'austria', 'quarantäne', 'carinthia', 'burger', 'music']",119.9,,,,,,,,,
community cluster 650,"['österreich', 'summertime', 'sunday', 'band', 'frühling', 'wandern', 'auszeit', 'montag', 'steiermark', 'graz', 'pool', 'game', 'fun', 'ostern', 'music']",175.0,,,,,,,,,
community cluster 651,"['musikbingo', 'bingo']",7.6,,,,,,,,,
community cluster 652,"['style', 'springvibes', 'inlove', 'classy', 'shopping', 'igersvienna', 'igersaustria', 'summervibes', 'ootd', 'fashion', 'accessories', 'flowers', 'outfitoftheday', 'girl']",123.5,,,,,,,,,
community cluster 653,"['style', 'springvibes', 'classy', 'igersvienna', 'fashionblogger', 'shopping', 'summeroutfit', 'igersaustria', 'outfit', 'inspiration', 'ootd', 'summer', 'fashion', 'spring', 'carinthia', 'outfitoftheday', 'girl']",135.7,,,,,,,,,
community cluster 654,"['style', 'italia', 'girlpower', 'igersaustria', 'blogger', 'holidays', 'italy', 'igersgraz', 'graz', 'love', 'flowers', 'girl']",205.79999999999998,,,,,,,,,
community cluster 655,"['flowerbouquet', 'springvibes', 'tulips', 'fromwhereistand', 'austrianblogger', 'shopping', 'fashionblogger', 'summeroutfit', 'art', 'igersaustria', 'flowerpower', 'igersvienna', 'accessories', 'graz', 'spring', 'classy', 'girl']",139.14999999999998,,,,,,,,,
community cluster 656,"['flowerbouquet', 'springvibes', 'tulips', 'fromwhereistand', 'flowerpower', 'austrianblogger', 'fashionblogger', 'art', 'business', 'graz', 'accessories', 'igersgraz', 'spring', 'carinthia']",152.1,,,,,,,,,
community cluster 657,"['flowerpower', 'fashionblogger', 'holidays', 'tulips', 'summeroutfit', 'italy', 'igersgraz', 'flowers', 'igersvienna', 'girlpower', 'accessories', 'nature', 'italia', 'fromwhereistand', 'austrianblogger', 'shopping', 'love', 'flowerbouquet', 'carinthia', 'classy']",134.0,,,,,,,,,
community cluster 658,"['springvibes', 'italia', 'austrianblogger', 'igersvienna', 'fashionblogger', 'art', 'shopping', 'girlpower', 'inspiration', 'holidays', 'italy', 'love', 'flowers', 'classy']",131.3,,,,,,,,,
community cluster 659,"['flowerbouquet', 'flowers', 'tulips', 'fromwhereistand', 'flowerpower', 'shopping', 'love', 'summeroutfit', 'art', 'italia', 'inspiration', 'holidays', 'italy', 'nature', 'spring']",143.75,,,,,,,,,
community cluster 660,"['flowers', 'springvibes', 'italia', 'flowerpower', 'shopping', 'summeroutfit', 'art', 'girlpower', 'italy', 'vacation', 'accessories', 'love', 'gewinnspiel', 'carinthia']",131.3,,,,,,,,,
community cluster 661,"['shooting', 'style', 'fashionlover', 'streetstyle', 'summeroutfit', 'art', 'weekend', 'winterwonderland', 'tea', 'moda', 'blueeyes', 'photography', 'highheels', 'lifestyle', 'styria', 'photoshoot', 'classy']",128.79999999999998,,,,,,,,,
community cluster 662,"['flowers', 'tulips', 'fromwhereistand', 'italia', 'flowerpower', 'art', 'girlpower', 'holidays', 'italy', 'vacation', 'love', 'flowerbouquet']",123.19999999999999,,,,,,,,,
community cluster 663,"['venice', 'flowerbouquet', 'fromwhereistand', 'italia', 'tulips', 'holidays', 'italy', 'business', 'vacation', 'love', 'flowers', 'corgi']",112.0,,,,,,,,,
community cluster 664,"['flowerbouquet', 'tulips']",7.6,,,,,,,,,
community cluster 665,"['lendhafen', 'mayermayer', 'durstlöscher', 'refresh', 'innovation', 'herrengasse', 'summer', 'graz', 'cocktail', 'icetea', 'prost', 'videodreh', 'newwork', 'cheers', 'holiday']",158.75,,,,,,,,,
community cluster 666,"['shooting', 'tuscany', 'fashionlover', 'nachhaltigkeit', 'sunrise', 'weekend', 'igersaustria', 'outdoor', 'moda', 'goodmood', 'sundowner', 'icetea', 'igersgraz', 'happyweekend', 'digitalisierung', 'photoshoot', 'frühlingsgefühle', 'afterwork']",126.50000000000001,,,,,,,,,
community cluster 667,"['holiday', 'dog', '25grams', 'startups', 'international', 'mayermayer', 'durstlöscher', 'refresh', 'innovation', 'vacationmode', 'summer', 'graz', 'BagCoffeeMaker', 'icetea', 'startupscenegraz', 'videodreh', 'newwork', 'strategy']",147.4,,,,,,,,,
community cluster 668,"['shooting', 'vienna', 'fashionlover', 'summeroutfit', 'weekend', 'beauty', 'marryicetea', 'refresh', 'drinklocal', 'herrengasse', 'sunshine', 'photography', 'icetea', 'durstlöscher', 'sundowner', 'outfitoftheday', 'cocktail', 'afterwork']",122.10000000000001,,,,,,,,,
community cluster 669,"['wermouth', 'graz', 'icetea', 'wermut', 'rose', 'icecoffee', 'wine', 'cheers', 'rost', 'Gewinnspiel', 'vacationmode', 'summer', 'wahrelieberostetnicht', 'cheersrost', 'editions', 'coldbrew', 'BagCoffeeMaker', 'ingwer', 'ginger', 'holiday', 'afterwork']",138.7,,,,,,,,,
community cluster 670,"['femalemastermind', 'corgi', 'dog', 'dogcontent', 'corgisofinstagram', 'teamhund', 'cofoundergoals', 'frenchie', 'italy', 'keynote', 'international', 'corgilove', 'speaking', 'forbes30under30', 'cofounders', 'frenchbulldog', 'womentech', 'vortrag', 'mastermind', 'rainonme']",33.0,,,,,,,,,
community cluster 671,"['venice', 'dog', 'winelover', 'localbusiness', 'startups', 'international', 'fresh', 'coldbrew', 'localbrand', 'winelife', 'supportyourlocal', 'win', 'startupscenegraz', 'igersgraz', 'giveaway', 'wineoclock', 'coffee', 'roséallday']",104.50000000000001,,,,,,,,,
community cluster 672,"['conference', 'motivation', 'fuckupnights', 'startupscenegraz', 'startuptipps', 'corgi', 'startuphelpingstartups', 'global', 'speaker', 'startuptips', 'globalconference', 'igersgraz', 'podcast', 'startup', 'startupaustria', 'austrianstartup', 'ideentriebwerkgraz', 'austria', 'businesswriting', 'quotes']",101.0,,,,,,,,,
